excel_row_number,orgname,filiing_period,filling_fee,late_returns,penalty_paid,outstanding_penalty,financial_year_ending_month,form_14,audit_report,requests_waiver_etc,date_received,received_by,filed_for_action_by_registry,date_filed_by_registry_for_action,designate_by_pco,date_assigned,review_acknowledgement,date_acknoledged_notice_sent,end_of_notice_period,notice_countdown
180,YOUTHS FOR THE BOY CHILD ORGANIZATION ,2023,2000,,,,June,1,,,2024-09-30 09:10:28.634000,Esther Leting,,,,,,,,
181,GIFTED HANDS CHARITY FOUNDATION,2023,2000,,,,June,1,,,2024-09-30 09:11:47.826000,Esther Leting,,,,,,,,
182,MEET THE NEED INTERNATIONAL,2023,2000,,,,July,1,,,2024-09-30 09:12:30.505000,Esther Leting,,,,,,,,
183,URBAN CENTRE INTERNATIONAL,2023,2000,,,,June,1,,,2024-09-30 09:13:42.861000,Esther Leting,,,,,,,,
184,KOSMOS SOLUTIONS INTERNATIONAL,2023,2000,,,,June,1,,,2024-09-30 09:15:02.224000,Esther Leting,,,,,,,,
185,INTERCULTURAL PEACE FOUNDATION,2023,2000,,,,June,1,,,2024-09-30 09:16:11.166000,Esther Leting,,,,,,,,
186,COMPASSION FOR WOMEN AND CHILDREN ORGANIZATION,2023,2000,,,,June,1,,,2024-09-30 09:17:16.142000,Esther Leting,,,,,,,,
187,NANDI COUNTY ENVIRONMENTAL ORGANIZATION,2023,2000,,,,June,1,,,2024-09-30 09:18:33.440000,Esther Leting,,,,,,,,
188,JIWEZE IMPROVED PRODUCTIVITY PROGRAMME,2023,2000,,,,June,1,,,2024-09-30 09:20:00.141000,Esther Leting,,,,,,,,
189,HELEN KELLER INTERNATIONAL,2023,2000,,,,June,1,1,,2024-09-30 11:06:06.975000,Esther Leting,,,,,,,,
190,ST. JOSEPH SHELTER OF HOPE,2023,2000,,,,June,1,1,,2024-09-30 11:08:57.901000,Esther Leting,,,,,,,,
191,"CENTRE FOR INTERNATIONAL HEALTH,EDUCATION AND BIOSECUTIRY KENYA",2023,2000,,,,June,1,1,asset register,2024-09-30 11:11:24.839000,Esther Leting,,,,,,,,
192,MT. KILIMANJARO CHILD DEVELOPMENT PROGRAMME,2023,2000,,,,June,1,p,Draft,2024-09-30 11:12:53.607000,Esther Leting,,,,,,,,
193,THE HAND IN HAND FOUNDATION ,2023,2000,,,,June,1,1,,2024-09-30 11:15:47.013000,Esther Leting,,,,,,,,
194,IPAS AFRICA ALLIANCE,2023,2000,,,,June,1,1,,2024-09-30 14:29:10.469000,Esther Leting,,,,,,,,
195,PLAN INTERNATIONAL,2023,2000,,,,June,1,p,,2024-09-30 14:30:23.354000,Esther Leting,,,,,,,,
196,INTERNATIONAL MEDICAL CORPS ,2023,2000,,,,June,1,1,,2024-09-30 14:31:17.118000,Esther Leting,,,,,,,,
197,COMPASSION INTERNATIONAL,2023,2000,,,,June,1,1,,2024-09-30 14:32:25.533000,Esther Leting,,,,,,,,
198,WORLD WIDE FUND FOR NATURE KENYA,2023,2000,,,,June,1,1,,2024-09-30 14:33:22.770000,Esther Leting,,,,,,,,
199,LIFEBLOOM INTERNATIONAL,2023,2000,,,,June,1,1,,2024-09-30 14:34:28.636000,Esther Leting,,,,,,,,
200,GLOBAL PROGRAMS FOR RESEARCH & TRAINING,2023,2000,,,,June,1,1,,2024-10-01 08:36:38.455000,Esther Leting,,,,,,,,
201,CHURCH WORLD SERVICE & WITNESS,2023,2000,,,,June,1,p,,2024-10-01 08:37:38.795000,Esther Leting,,,,,,,,
202,WOMEN UNITED AGAINST DIFFICULT CIRCUMSTANCES,2023,2000,,,,June,1,,,2024-10-01 08:41:10.675000,Esther Leting,,,,,,,,
203,WOMEN CENTER FOR PEACE AND DEVELOPMENT ,2023,2000,,25000,,June,1,,,2024-10-01 08:42:50.525000,Esther Leting,,,,,acknowledge and notify of last installment,2024-10-02 16:14:44.071000,2024-10-31 00:00:00,0
204,MEDICAL LINK INTEGRATED HEALTH PROGRAM,2023,2000,,,,June,1,,,2024-10-01 08:44:13.652000,Esther Leting,,,,,,,,
205,LIVING WATER SERVICE CENTRE,2023,2000,,,,June,1,P,DRAFT,2024-10-01 08:45:27.599000,Esther Leting,,,,,,,,
206,LIVING WATER AFRICA REGION,2023,2000,,,,June,1,P,,2024-10-01 08:46:52.864000,Esther Leting,,,,,,,,
207,HELPAGE INTERNATIONAL,2023,,,,,,,1,,2024-10-01 08:48:27.697000,Esther Leting,,,,,,,,
208,FILMAID KENYA,2023,2000,,,,June,1,1,,2024-10-01 08:50:38.329000,Esther Leting,,,,,,,,
209,GENO COMMUNITY DEVELOPMENT INITIATIVE ,2023,2000,,,,June,1,1,,2024-10-01 08:52:50.518000,Esther Leting,,,,,,,,
210,INDIANA INSTITUTE FOR GLOBAL HEALTH KENYA ,2023,2000,,,,June,1,1,,2024-10-01 09:25:05.247000,Esther Leting,,,,,,,,
211,,,,,,,,,,,2024-10-01 09:26:03.364000,,,,,,,,,
212,PLANNED PARENTHOOD GLOBAL-AFRICA REGIONAL OFFICE,2023,2000,,,,June,1,,,2024-10-01 09:27:56.656000,Rukia Noor,,,,,,,,
213,CENTRE FOR THE STUDY OF THE ADOLESCENCE,,,,,,,,p,,2024-10-01 09:30:47.643000,Rukia Noor,,,,,,,,
214,MALAIKA INITIATIVE FOR PEOPLE WITH DISABILITY,2023,2000,,,,June,1,,,2024-10-01 09:32:45.409000,Rukia Noor,,,,,,,,
215,OTTO HOFMANN CENTRE,2023,2000,,,,June,,,,2024-10-01 09:37:11.061000,Rukia Noor,,,,,,,,
216,EMPOWER AND SERVE KENYA,2023,2000,,,,June,1,1,,2024-10-01 09:38:20.359000,Rukia Noor,,,,,,,,
217,PEOPLE IN DEVELOPMENT AND EMPOWERMENT,2023,2000,,,,June,1,,,2024-10-01 09:41:35.009000,Rukia Noor,,,,,,,,
218,JISAIDIE DEVELOPMENT NETWORK,2023,2000,,,,June,1,,,2024-10-01 09:42:44.361000,Rukia Noor,,,,,,,,
219,UNIVERSITY OF WASINGTON GLOBAL ASSISTANCE PROGAM,2023,2000,,,,June,1,1,,2024-10-01 09:44:08.059000,Rukia Noor,,,,,,,,
220,SHOULDER TO SHOULDER INTERNATIONAL,,,,,,,,1,,2024-10-01 09:44:49.789000,Rukia Noor,,,,,,,,
221,IDEAL HEALTH ORGANZATION,2023,2000,,,,June,1,1,,2024-10-01 09:45:29.827000,Rukia Noor,,,,,,,,
222,INTERNATIONAL CHILD RESOURCE INSTITUTE,,,,,,,,1,,2024-10-01 09:51:27.130000,Rukia Noor,,,,,,,,
223,KUFIKIA INTERNATINAL ,,,,,,,,1,,2024-10-01 09:52:26.506000,Rukia Noor,,,,,,,,
224,HABITAT FOR HUMANITY KENYA,2023,2000,,,,June,1,1,,2024-10-01 09:53:34.148000,Rukia Noor,,,,,,,,
225,GREEN DEVELOPMENT FOR FUTURE VISION,2023,2000,,,,June,1,1,,2024-10-01 09:55:09.508000,Rukia Noor,,,,,,,,
226,WORLD CONCERN DEVELOPMENT ORGANIZATION,2023,2000,,,,June,1,1,,2024-10-01 09:59:31.622000,Rukia Noor,,,,,,,,
227,PRECIOUS BLOOD CHILDREN FAMILY,2023,2000,,,,June,1,1,,2024-10-01 10:02:06.246000,Rukia Noor,,,,,,,,
228,MOUNTAIN VIEW CONSERVATION PROGRAMME,2023,2000,,,,June,1,,,2024-10-01 10:03:32.528000,Rukia Noor,,,,,,,,
229,tumaini  sports initiative,2023,2000,,,,June,1,,,2024-10-01 10:05:32.022000,Rukia Noor,,,,,,,,
230,SHOULDER TO SHOULDER INTERNATIONAL ,2023,2000,,,,June,1,p,,2024-10-01 15:28:10.307000,Rukia Noor,,,,,,,,
231,MOGRA RESCUE CENTRE,,,,,,,,,,2024-10-01 15:28:57.397000,Rukia Noor,,,,,,,,
232,PRAGYA KENYA ,2023,2000,,,,June,1,1,,2024-10-01 15:29:54.095000,Esther Leting,,,,,,,,
233,MAGARINI INITIATIVE FOR COMMUNITY DEVELOPMENT ,2023,2000,,,,June,1,,,2024-10-01 15:31:16.329000,Esther Leting,,,,,,,,
234,EAST KENYA ON FOOD SECURITY AND CLIMATE CHANGE ,2023,2000,,,,June,1,,,2024-10-01 15:32:01.929000,Esther Leting,,,,,,,,
235,ONEKID ONE WORLD KENYA,2023,2000,,,,June,1,p,draft,2024-10-01 15:33:19.105000,Esther Leting,,,,,,,,
236,E-WASTE INITIATIVE KENYA ,2023,2000,,,,June,1,P,,2024-10-01 15:34:48.310000,Esther Leting,,,,,,,,
237,DREAM EMPOWERMENT PROGRAMME,2023,2000,,,,June,1,,,2024-10-01 15:36:20.828000,Esther Leting,,,,,,,,
238,SOLUTION FOR NATURE AND ENTERPRISE PROGRAMME,2023,2000,,,,June,1,,,2024-10-01 15:37:44.084000,Esther Leting,,,,,,,,
239,MERCYCORPS KENYA ,2023,2000,,,,June,1,P,,2024-10-01 15:38:56.787000,Esther Leting,,,,,,,,
240,AFRICAN WILDLIFE FOUNDATION ,2023,2000,,,,June,1,1,Waiver ,2024-10-01 15:40:56.062000,Esther Leting,,,,,,,,
241,WORLD RENEW ,2023,2000,,,,June,1,1,,2024-10-01 15:42:16.449000,Esther Leting,,,,,,,,
242,THE EAST AFRICAN WILD LIFE SOCIETY,2023,2000,,,,June,1,1,,2024-10-01 15:43:40.543000,Esther Leting,,,,,,,,
243,INTERNATIONAL CHILD RESOURCE INSTITUTE,2023,2000,,,,June,1,p,,2024-10-02 16:18:21.994000,Esther Leting,,,,,,,,
244,GREEN GENERATION PROGRAM,2023,2000,,,,June,1,,,2024-10-02 16:19:20.409000,Esther Leting,,,,,,,,
245,THE ACTION FOUNDATION ,2023,2000,,,,June,1,1,,2024-10-02 16:21:08.617000,Esther Leting,,,,,,,,
246,THE HUT OF ORPHANS OF KENYA,2023,2000,,,,June,1,,,2024-10-02 16:22:04.237000,Esther Leting,,,,,,,,
247,CORPSAFRICA KENYA,2023,2000,,,,June,1,P,extenstion for audit,2024-10-02 16:24:07.627000,Esther Leting,,,,,,,,
248,A BETTER WORLD KENYA ,2023,2000,,,,June,1,,,2024-10-02 16:25:24.408000,Esther Leting,,,,,,,,
249,GIRL SHELD NETWORK,2023,2000,,,,June,1,1,,2024-10-03 09:38:40.611000,Esther Leting,,,,,,,,
250,ACTION AGAINST HUNGER ,2023,,,,,,,1,AMENDED FORM 14 ,2024-10-03 09:40:07.820000,Esther Leting,,,,,,,,
251,FRONTIERS CHILDREN DEVELOPMENT ORGANIZATIN ,2023,2000,,,,June,1,P,DRAFT,2024-10-03 09:41:30.525000,Esther Leting,,,,,,,,
252,CENTRAL RIFT COMMUNITY DEVELOPMENT PROGRAM,2023,2000,,,,June,1,P,DRAFT,2024-10-03 09:42:29.558000,Esther Leting,,,,,,,,
253,JOSHUA & RUTH KONGO FOUNDATION ,2023,2000,,,,June,1,,,2024-10-03 09:44:26.681000,Esther Leting,,,,,,,,
254,SUPPORT FOR COMMUNITY RESPONSE ,2023,2000,,,,June,1,1,,2024-10-03 10:03:26.296000,Esther Leting,,,,,,,,
255,KILIFI COUNTY ALLIANCE ,2023,2000,,,,June,1,1,,2024-10-03 10:35:42.892000,Esther Leting,,,,,,,,
256,PASSIONATE FUNDS INTERNATIONAL,2023,2000,,,,June,,,,2024-10-03 10:37:15.220000,Rukia Noor,,,,,,,,
257,TANA RIVER LIFE FOUNDATION,2023,2000,1,,25000,December,1,p,,2024-10-03 10:38:48.995000,Rukia Noor,,,,,,,,
258,CHILD AWARENESS DEVELOPMENT AND MANAGEMENT INITIATIVE,2023,2000,,,,June,1,,,2024-10-03 10:39:50.668000,Rukia Noor,,,,,,,,
259,KAKAMEGA DEVELOPMENT CENTRE,2023,2000,,,,June,,1,,2024-10-03 10:45:41.831000,Rukia Noor,,,,,,,,
260,SUPPORT ACTIVITIES IN POVERTY ERADICATION & HEALTH,2023,2000,,,,June,1,1,,2024-10-04 09:29:50.188000,Rukia Noor,,,,,,,,
261,RARIEDA RELIEF INTERNATIONAL,2023,2000,,,,June,1,1,,2024-10-04 09:31:18.668000,Esther Leting,,,,,,,,
262,HEALTH AND DEVELOPMENT SERVICES ,2023,2000,,,,June,1,1,,2024-10-04 09:33:07.052000,Esther Leting,,,,,,,,
263,FRIENDS OF RANG'I,2023,2000,,,,June,1,P,,2024-10-04 09:33:49.250000,Esther Leting,,,,,,,,
264,INUKA LOBBY ORGANIZATION ,2023,2000,,,,June,,,,2024-10-04 09:36:03.894000,Esther Leting,,,,,,,,
265,HAPPY VILLAGES ORGANIZATION ,2023,2000,,,,June,1,,,2024-10-04 09:40:54.998000,Esther Leting,,,,,,,,
266,LAKE VICTORIA AIDS AND GENDER DEVELOPMENT ORGANIZATION ,2023,2000,,,,June,1,,,2024-10-04 10:05:29.503000,Esther Leting,,,,,,,,
267,MAISHA EMPOWERMENT INITIATIVES,2023,2000,,,,June,1,P,Draft,2024-10-04 10:07:34.963000,Esther Leting,,,,,,,,
268,LAKE REGION DEVELOPMENT PROGRAM,2023,2000,,,,June,1,1,,2024-10-04 10:09:05.755000,Esther Leting,,,,,,,,
269,IMPO COMMUNITY ACTION ,2023,2000,,,,June,1,1,,2024-10-04 10:11:31.584000,Esther Leting,,,,,,,,
270,PLATFORM FOR RETIREES- KENYA,2023,2000,1,25000,,February,1,,,2024-10-04 10:13:06.280000,Esther Leting,,,,,,,,
271,FOCUSING ON WOMEN AND CHILDREN ORGANIZATION,2023,2000,,,,June,1,,,2024-10-04 10:14:17.164000,Esther Leting,,,,,,,,
272,CHILDREN WITH DISABILITIES SUPPORT ORGANIZATION ,2023,2000,,,,June,1,1,,2024-10-04 10:15:51.682000,Esther Leting,,,,,,,,
273,CHILD CHARITY ORGANIZATION ,2023,2000,1,25000,,December,1,,,2024-10-08 09:57:18.365000,Esther Leting,,,,,,,,
274,UTUNZI KWA WATOTO ORGANIZATION ,2023,2000,,,,June,1,,,2024-10-08 10:06:24.455000,Esther Leting,,,,,,,,
275,AFRICAN PRO-POOR TOURISM DEVELOPMENT CENTRE,2023,2000,,,,June,1,P,,2024-10-08 10:12:23.226000,Esther Leting,,,,,,,,
276,AFRICAN CHRISTIAN MISSION INTERNATIONAL,2023,22000,10,250000,,December,11,,,2024-10-08 10:17:52.288000,Esther Leting,,,,,,,,
277,"KENYA NATIONAL OUTREACH,COUNSELING AND TRAINING PROGRAM",2023,2000,,,,June,1,1,,2024-10-09 10:36:33.521000,Esther Leting,,,,,,,,
278,ISLAMIC FOUNDATION FOR INTEGRATED PROGRAMS,2015-2023,18000,9,100000,125000,December,9,,,2024-10-14 12:51:37.092000,Rukia Noor,,,,,,,,
279,KENYENYA CHILDREN'S HAVEN & VOCATIONAL TRAINING CENTER,2023,2000,1,,25000,December,1,1,,2024-10-14 12:53:40.183000,Esther Leting,,,,,,,,
280,ACTION FOR RURAL DEVELOPMENT INITIATIVE ,2019-2023,10000,5,125000,,December,1,,,2024-10-14 12:57:06.163000,Esther Leting,,,,,,,,
281,FUTURE COMMUNITY CONCERN INITIATIVE,2015 - 2023,18000,9,50000,175000,December,9,,,2024-10-14 13:04:21.874000,Esther Leting,,,,,,,,
282,SPORTS OUTREACH PROGRAMME,2023,2000,,,,June,1,p,,2024-10-15 09:15:44.976000,Esther Leting,,,,,,,,
283,REGIONAL WOMEN IN LEADERSHIP MENTORS ,2023,2000,,,,December,1,,,2024-10-15 09:17:21.303000,Esther Leting,,,,,,,,
284,PARENTAL CARE KENYA,2023,2000,,,,June,1,,,2024-10-15 09:24:48.007000,Esther Leting,,,,,,,,
285,FEARLESS AND CHERISHED FOUNDATION ,2023,2000,,,,June,1,,,2024-10-15 10:12:40.668000,Esther Leting,,,,,,,,
286,RESTORE AFRICAN SOULS CENTRE ,2023,2000,,,,August,1,,,2024-10-18 09:22:48.402000,Esther Leting,,,,,,,,
287,RESURGE CHILDREN EAST AFRICA ,2023,2000,,,,June,1,,,2024-10-18 09:25:22.665000,Esther Leting,,,,,,,,
288,BIO GARDENING INNOVATIONS ,2023,2000,,,,June,1,,,2024-10-18 09:27:33.779000,Esther Leting,,,,,,,,
289,EVERY LIFE IS IMPORTANT ( ELI PROJECT),2023,2000,,,,August,1,1,,2024-10-18 09:28:50.450000,Esther Leting,,,,,,,,
290,NYATERA COMMUNITY ORGANIZATION ,2023,2000,,,,June,1,,,2024-10-18 09:29:49.795000,Esther Leting,,,,,,,,
291,KUHENZA FOR THE CHILDREN ,2023,2000,,,,June,1,1,,2024-10-18 09:30:52.830000,Esther Leting,,,,,,,,
292,THE LIFE MINISTRY KENYA,2023,2000,,,,June,1,1,,2024-10-18 09:35:14.377000,Esther Leting,,,,,,,,
293,ARID AND SEMI-ARID LANDS - PLUS ORGANIZATION ,2016 - 2023,16000,8,,200000,June,8,,,2024-10-22 08:55:27.865000,Esther Leting,,,,,,,,
294,YOUTH SAFETY AWARENESS INITIATIVE,2023,2000,1,,25000,December,1,1,,2024-10-22 08:57:42.576000,Esther Leting,,,,,,,,
295,LEMAYIAN HOSPITAL COMMUNITY HEALTH SERVICES ,2023,2000,,,,June,1,,,2024-10-22 09:00:07.709000,Esther Leting,,,,,,,,
296,HUDUMA AFRIKA RURAL EMPOWERMENT PROGRAM,2023,2000,,,,August,1,,,2024-10-22 09:03:02.013000,Esther Leting,,,,,,,,
297,INTO ABBAS ARMS ,2023,2000,,,,June,1,1,,2024-10-22 09:09:45.013000,Esther Leting,,,,,,,,
298,ACME DEVELOPMENT ,2023,,,,,December,,1,,2024-10-22 09:13:40.420000,Esther Leting,,,,,,,,
299,RELIEF AND SUPPORT PROGRAMME,2019 - 2023,10000,5,125000,,December,5,,,2024-10-22 09:14:41.561000,Esther Leting,,,,,,,,
300,ACCESS AND DEVELOPMENT INITIATIVE,2023,2000,,,,July,1,,,2024-10-22 09:17:00.418000,Esther Leting,,,,,,,,
301,SELF DRIVE INTERNATIONAL,2023,4000,,,,June,1,,,2024-10-22 09:19:36.407000,Esther Leting,,,,,,,,
302,ARID AND SEMI-ARID LANDS- PLUS ORGANIZATION ,201420152024,6000,1,,25000,June,3,,,2024-10-22 09:21:11.579000,Esther Leting,,,,,,,,
303,ECO-ACTION ORGANIZATION ,2023,2000,1,,25000,December,1,,,2024-10-25 15:58:19.126000,Esther Leting,,,,,,,,
304,REACH THE DESTITUTE FOR BETTER DESTINY INTERNATIONAL ,2023,2000,,,,June,1,,,2024-10-29 09:59:53.677000,Rukia Noor,,,,,,,,
305,NUTRITION INTERNATIONAL KENYA,,,,,,,,1,,2024-10-29 16:22:58.947000,Rukia Noor,,,,,,,,
306,CANAAN FOUNDATION,2023,2000,,,,December,1,,1st year of registration,2024-10-30 10:29:53.943000,Rukia Noor,,,,,,,,
307,FOSTERING DEVELOPMENT EMPOWERMENT PROGRAME,2023,2000,1,,25000,December,1,1,,2024-10-30 16:09:50.413000,Rukia Noor,,,,,,,,
308,ABILITY MISSION DEVELOPMENT ALLIANCE,2021-2023,6000,3,,75000,December,3,,,2024-10-30 16:13:11.259000,Rukia Noor,,,,,,,,
309,BROAD ORGANIZATION FOR MANAGEMENT AND SOCIAL ASSISTANCE,2023,2000,,,,June,1,1,,2024-11-04 10:06:35.430000,Rukia Noor,,,,,,,,
310,WATU WANGU KENYA NGO,2022-2023,4000,2,,25000,June,2,,,2024-11-04 10:08:01.705000,Esther Leting,,,,,,,,
311,AHATI KENYA TRUST ,2023,2000,1,,25000,December,1,1,,2024-11-04 10:08:58.170000,Esther Leting,,,,,,,,
312,ACCESS INITIATIVE & DEVELOPMENT FOR AFRIKA,2023,2000,,,,June,1,,,2024-11-04 15:44:13.708000,Esther Leting,,,,,,,,
313,"ARTICLE 19, GLOBAL CAMPAIGN FOR FREE EXPRESSION",2023,,,,,,,,,2024-11-06 10:50:54.133000,Rukia Noor,,,,,,,,
314,WATOTO WATCH  NETWORK,2023,2000,,,,July,1,1,,2024-11-06 16:19:42.469000,Esther Leting,,,,,,,,
315,TABITHA KAMENE MUTUA FOUNDATION ,2023,2000,1,,25000,March,1,,,2024-11-07 10:14:22.284000,Esther Leting,,,,,,,,
316,NETWORK FOR ADOLESCENT AND YOUTH OF AFRICA ,2023,2000,,,,July,1,1,,2024-11-07 10:15:41.073000,Esther Leting,,,,,,,,
317,SIMON KACHAPIN,2023,,1,,25000,December,1,,,2024-11-07 10:19:32.989000,Esther Leting,,,,,,,,
318,FOUNTAIN OF GRACE,2023,,,,,June,1,,,2024-11-08 09:45:10.445000,Esther Leting,,,,,,,,
319,CHRISTIAN AID,,,,,,,,1,,2024-11-08 09:46:42.688000,Esther Leting,,,,,,,,
320,BRIDGES DEVELOPMENT AGENCY,2023,8000,3,,75000,June,4,,,2024-11-08 09:48:16.655000,Esther Leting,,,,,,,,
321,DIVINITY FOUNDATION INTERNATIONAL,2023,2000,,,,August,1,1,,2024-11-08 13:19:10.970000,Esther Leting,,,,,,,,
322,ALTERNATIVE DOORS FOR YOUTH,2023,2000,1,,25000,December,1,,,2024-11-19 09:25:19.203000,Rukia Noor,,,,,,,,
323,MULTY TOUCH INTERNATIONAL,2023,2000,,,,June,1,,,2024-11-19 09:27:01.029000,Rukia Noor,,,,,,,,
324,BRIDGES DEVELOPMENT AGENCY,2020-2023,8000,3,,75000,June,4,,,2024-11-19 09:28:11.221000,Rukia Noor,,,,,,,,
325,LIBERTY AGAINST POVERTY ORGANIZATION,2023,2000,,,,June,1,,,2024-11-19 09:30:56.666000,Esther Leting,,,,,,,,
326,CREP PROGRAMME,2023,2000,,,,May,1,P,,2024-11-19 09:33:45.600000,Esther Leting,,,,,,,,
327,SUSTAINABLE ORGANIC FARMING & DEVELOPMENT INITIATIVES,2023,2000,1,25000,,December,1,1,,2024-11-19 09:35:09.231000,Esther Leting,,,,,,,,
328,MUNADHAT AL-DAWA AL-ISLAMIA,"2020, 2021, 2022, 2023",8000,4,25000,75000,December,4,0,Waiver letter,2024-11-19 09:43:46.050000,Stephen Monyoncho,,,,,,,,
329,INTERNATIONAL CENTRE FOR UNITY AND EMPOWERMENT,2023-2024,22000,12,,300000,December,12,, ,2024-11-19 09:46:24.661000,Rukia Noor,,,,,,,,
330,HORN OF AFRICA WOMEN EMPOWERMENT NETWORK KENYA AGENCY,2023,2000,,,,August,1,,,2024-11-19 09:47:31.646000,Rukia Noor,,,,,,,,
331,HUMAN RIGHTS WATCH,,,,,,,,1,,2024-11-19 09:50:22.429000,Rukia Noor,,,,,,,,
332,VOICES FOR WOMEN AND GIRLS RIGHTS-KENYA,,,,,,,,4,,2024-11-19 12:10:23.729000,Rukia Noor,,,,,,,,
333,AFRICAN INSTITUTE FOR HEALTH & DEVELOPMENT,2023,,,,,,,,,2024-11-19 12:12:04.023000,Rukia Noor,,,,,,,,
334,DARUL-SALAM (HOUSE OF PEACE),2023,2000,1,,25000,December,1,1,,2024-11-20 09:12:42.626000,Rukia Noor,,,,,,,,
335,AFRICA DEAF EDUCATION AND DEVELOPMENT FOUNDATION,"2011-2017,2021-2023",20000,10,50000,200000,December,10,,commitment letter,2024-11-20 09:14:05.419000,Rukia Noor,,,,,,,,
336,INTERNATIONAL RESCUE COMMITTEE,2022,2000,1,25000,,September,1,1,,2024-11-20 09:15:24.244000,Rukia Noor,,,,,,,,
337,FOR THE CHILDREN SAKE FOUNDATION,2022,2000,1,,25000,June,1,p,,2024-11-20 09:27:37.292000,Rukia Noor,,,,,,,,
338,REGIONAL AID SOCIAL & ENVIRONMENT DEVELOPMENT ORGAIZATION,2010-2023,28000,14,50000,250000,December,14,,,2024-11-20 15:09:27.527000,Rukia Noor,,,,,,,,
339,INERELA+ KENYA,2020,,,,,,,1,,2024-11-22 12:51:00.374000,,,,,,,,,
340,INERELA + KENYA ,2023,2000,,,,August,1,P,,2024-11-25 12:40:30.747000,Esther Leting,,,,,,,,
341,ADRA KENYA,,,,,,,,1,,2024-11-25 12:42:15.887000,Esther Leting,,,,,,,,
342,ACTIONAID INTERNATIONAL KENYA,2023,,,,,,,,,2024-11-25 12:44:03.846000,Esther Leting,,,,,,,,
343,ENVIRONMENTAL VOICE TODAY,2023,2000,,,,August,1,,,2024-11-25 12:45:23.536000,Esther Leting,,,,,,,,
344,GOSHEN  COMMUNITY INITIATIVES,2023,2000,,,,July,1,,,2024-11-25 12:47:19.364000,Esther Leting,,,,,,,,
345,COMPUTERS FOR SCHOOLS KENYA,2023,2000,1,25000,,December,1,1,,2024-11-25 12:50:31.504000,Esther Leting,,,,,,,,
346,SMILE INTERNATIONAL,2012 - 2023,24000,12,,300000,December,12,,payment plan,2024-11-25 14:46:16.753000,Esther Leting,,,,,,,,
347,WOMEN DEVELOPMENT RESPONSE AGENCY,2023,2000,,,,August,1,,,2024-11-25 14:47:51.142000,Esther Leting,,,,,,,,
348,SONGA MBELE WOMEN ORGANIZATION ,2023,2000,1,25000,,December,1,1,,2024-11-25 15:10:32.839000,Esther Leting,,,,,,,,
349,WORD OF LIFE COMMUNITY PROJECT,2023,2000,,,,August,1,,,2024-11-26 13:03:38.895000,Esther Leting,,,,,,,,
350,UNDUGU EMPOWERMENT PROGRAMS,2023,2000,,,,September,1,1,,2024-11-27 15:20:43.037000,Esther Leting,,,,,,,,
351,DEVELOPMENT ACTION ALLIANCE KENYA ,2023,2000,,,,August,1,,,2024-11-27 15:21:56.699000,Esther Leting,,,,,,,,
352,GIRWA FOUNDATION,2023,2000,,,,December,1,1,,2024-11-27 15:23:18.746000,Esther Leting,,,,,,,,
353,REBECCA KIMELI CANCER FOUNDATION ,2023,2000,1,,25000,May,1,,,2024-11-28 11:18:10.161000,Esther Leting,,,,,,,,
354,COMMUNITY PROGRESS EMPOWERMENT PROGRAM ,,,,,,,,,,2024-11-28 11:19:28.314000,Esther Leting,,,,,,,,
355,,,,,,,,,,,2024-11-28 11:21:20.523000,Esther Leting,,,,,,,,
356,AGENO SPECIAL LEARNING CENTER,2013 -2023,22000,11,,275000,December,11,,waiver ,2024-11-29 12:40:52.674000,Esther Leting,,,,,,,,
357,HOUSEHOLD OF LOVE CENTRE ,2023,2000,,,,August,1,,,2024-12-02 10:56:50.859000,Esther Leting,,,,,,,,
358,WASO TRUSTLAND PROJECT,2023,2000,,,,June,1,p,,2024-12-02 10:57:56.147000,Esther Leting,,,,,,,,
359,MERCY CORPS KENYA,2023,2000,,,,June,1,1,,2024-12-02 10:59:47.556000,Esther Leting,,,Stephen Monyoncho,2025-08-21 08:48:38.919000,,,,
360,KAPU AFRICA ,2023,2000,,,,August,1,p,,2024-12-02 11:00:39.175000,Esther Leting,,,,,,,,
361,ACTIONAID INTERNATIONAL,2023,,,,,,,1,,2024-12-02 11:04:07.976000,Rukia Noor,,,,,,,,
362,ORPHANS DEVELOPMENT PROGRAMME INTERNATIONAL,2023,2000,,,,August,1,,,2024-12-02 11:07:16.141000,Rukia Noor,,,,,,,,
363,WASO TRUSTLAND PROJECT,2023,2000,,,,September,1,p,,2024-12-02 11:07:59.428000,Rukia Noor,,,,,,,,
364,FORUM FOR DEVELOPMENT PROGRAMES IN AFRICA,2023,2000,,,,August,1,,,2024-12-02 11:09:24.107000,Esther Leting,,,,,,,,
365,MARY NJAMBI FOUNDATION,2022/23,2000,1,,25000,June,1,,,2024-12-02 11:11:45.170000,Rukia Noor,,,,,,,,
366,BLUE ECONOMY YOUTH INTERNATIONAL,2023/24,1,,,,August,1,,,2024-12-03 11:01:32.625000,Rukia Noor,,,,,,,,
367,LIVING WATER AFRICA REGION,2023/24,,,,,,,1,,2024-12-04 00:00:00,Rukia Noor,,,,,,,,
368,LIVING WATER SERVICE CENTRE,2023/24,,,,,,,,,2024-12-05 00:00:00,Rukia Noor,,,,,,,,
369,BETTER FUTURE INTERNATIONAL ,2023/24,2000,,,,June,1,1,,2024-12-06 00:00:00,Rukia Noor,,,,,,,,
